material_id,M_element,Ru_fraction,M_fraction,nominal_formula,adsorption_site_index,h2o_structure_file,parent_slab_file,notes
MAT_235,Os,0.2,0.8,Ru0.20Os0.80Ox,0,data\h2o_adsorbates\MAT_235_H2O_site0.cif,data\substituted_slabs\MAT_235_110_slab.cif,H2O adsorption structure
MAT_235,Os,0.2,0.8,Ru0.20Os0.80Ox,1,data\h2o_adsorbates\MAT_235_H2O_site1.cif,data\substituted_slabs\MAT_235_110_slab.cif,H2O adsorption structure
MAT_235,Os,0.2,0.8,Ru0.20Os0.80Ox,2,data\h2o_adsorbates\MAT_235_H2O_site2.cif,data\substituted_slabs\MAT_235_110_slab.cif,H2O adsorption structure
MAT_237,Ir,0.8,0.1999999999999999,Ru0.80Ir0.20Ox,0,data\h2o_adsorbates\MAT_237_H2O_site0.cif,data\substituted_slabs\MAT_237_110_slab.cif,H2O adsorption structure
MAT_237,Ir,0.8,0.1999999999999999,Ru0.80Ir0.20Ox,1,data\h2o_adsorbates\MAT_237_H2O_site1.cif,data\substituted_slabs\MAT_237_110_slab.cif,H2O adsorption structure
MAT_237,Ir,0.8,0.1999999999999999,Ru0.80Ir0.20Ox,2,data\h2o_adsorbates\MAT_237_H2O_site2.cif,data\substituted_slabs\MAT_237_110_slab.cif,H2O adsorption structure
MAT_238,Ir,0.6,0.4,Ru0.60Ir0.40Ox,0,data\h2o_adsorbates\MAT_238_H2O_site0.cif,data\substituted_slabs\MAT_238_110_slab.cif,H2O adsorption structure
MAT_238,Ir,0.6,0.4,Ru0.60Ir0.40Ox,1,data\h2o_adsorbates\MAT_238_H2O_site1.cif,data\substituted_slabs\MAT_238_110_slab.cif,H2O adsorption structure
MAT_238,Ir,0.6,0.4,Ru0.60Ir0.40Ox,2,data\h2o_adsorbates\MAT_238_H2O_site2.cif,data\substituted_slabs\MAT_238_110_slab.cif,H2O adsorption structure
MAT_239,Ir,0.4,0.6,Ru0.40Ir0.60Ox,0,data\h2o_adsorbates\MAT_239_H2O_site0.cif,data\substituted_slabs\MAT_239_110_slab.cif,H2O adsorption structure
MAT_239,Ir,0.4,0.6,Ru0.40Ir0.60Ox,1,data\h2o_adsorbates\MAT_239_H2O_site1.cif,data\substituted_slabs\MAT_239_110_slab.cif,H2O adsorption structure
MAT_239,Ir,0.4,0.6,Ru0.40Ir0.60Ox,2,data\h2o_adsorbates\MAT_239_H2O_site2.cif,data\substituted_slabs\MAT_239_110_slab.cif,H2O adsorption structure
MAT_240,Ir,0.2,0.8,Ru0.20Ir0.80Ox,0,data\h2o_adsorbates\MAT_240_H2O_site0.cif,data\substituted_slabs\MAT_240_110_slab.cif,H2O adsorption structure
MAT_240,Ir,0.2,0.8,Ru0.20Ir0.80Ox,1,data\h2o_adsorbates\MAT_240_H2O_site1.cif,data\substituted_slabs\MAT_240_110_slab.cif,H2O adsorption structure
MAT_240,Ir,0.2,0.8,Ru0.20Ir0.80Ox,2,data\h2o_adsorbates\MAT_240_H2O_site2.cif,data\substituted_slabs\MAT_240_110_slab.cif,H2O adsorption structure
MAT_242,Pt,0.8,0.1999999999999999,Ru0.80Pt0.20Ox,0,data\h2o_adsorbates\MAT_242_H2O_site0.cif,data\substituted_slabs\MAT_242_110_slab.cif,H2O adsorption structure
MAT_242,Pt,0.8,0.1999999999999999,Ru0.80Pt0.20Ox,1,data\h2o_adsorbates\MAT_242_H2O_site1.cif,data\substituted_slabs\MAT_242_110_slab.cif,H2O adsorption structure
MAT_242,Pt,0.8,0.1999999999999999,Ru0.80Pt0.20Ox,2,data\h2o_adsorbates\MAT_242_H2O_site2.cif,data\substituted_slabs\MAT_242_110_slab.cif,H2O adsorption structure
MAT_243,Pt,0.6,0.4,Ru0.60Pt0.40Ox,0,data\h2o_adsorbates\MAT_243_H2O_site0.cif,data\substituted_slabs\MAT_243_110_slab.cif,H2O adsorption structure
MAT_243,Pt,0.6,0.4,Ru0.60Pt0.40Ox,1,data\h2o_adsorbates\MAT_243_H2O_site1.cif,data\substituted_slabs\MAT_243_110_slab.cif,H2O adsorption structure
MAT_243,Pt,0.6,0.4,Ru0.60Pt0.40Ox,2,data\h2o_adsorbates\MAT_243_H2O_site2.cif,data\substituted_slabs\MAT_243_110_slab.cif,H2O adsorption structure
MAT_244,Pt,0.4,0.6,Ru0.40Pt0.60Ox,0,data\h2o_adsorbates\MAT_244_H2O_site0.cif,data\substituted_slabs\MAT_244_110_slab.cif,H2O adsorption structure
MAT_244,Pt,0.4,0.6,Ru0.40Pt0.60Ox,1,data\h2o_adsorbates\MAT_244_H2O_site1.cif,data\substituted_slabs\MAT_244_110_slab.cif,H2O adsorption structure
MAT_244,Pt,0.4,0.6,Ru0.40Pt0.60Ox,2,data\h2o_adsorbates\MAT_244_H2O_site2.cif,data\substituted_slabs\MAT_244_110_slab.cif,H2O adsorption structure
MAT_245,Pt,0.2,0.8,Ru0.20Pt0.80Ox,0,data\h2o_adsorbates\MAT_245_H2O_site0.cif,data\substituted_slabs\MAT_245_110_slab.cif,H2O adsorption structure
MAT_245,Pt,0.2,0.8,Ru0.20Pt0.80Ox,1,data\h2o_adsorbates\MAT_245_H2O_site1.cif,data\substituted_slabs\MAT_245_110_slab.cif,H2O adsorption structure
MAT_245,Pt,0.2,0.8,Ru0.20Pt0.80Ox,2,data\h2o_adsorbates\MAT_245_H2O_site2.cif,data\substituted_slabs\MAT_245_110_slab.cif,H2O adsorption structure
